0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.00646427	0	0.0175474	0	0	0.00646427	0	0	0	0	0	0	0.0175474	0	0	0	0	0	0	0	0.00646427	0	0	0	0	0	0	0	0	0	0	0.0175474	0	0	0	0.00646427	0	0	0	0	0	0.0302063	0.00646427	0	0	0	0	0	0	0	0	0.00646427	0	0	0	0.0302063	0	0.00646427	0	0	0	0	0	0.00646427	
0.012298	0	0.0302063	0	0	0.012298	0	0	0	0	0	0	0.0302063	0	0	0	0	0	0	0	0.012298	0	0	0	0	0	0	0	0	0	0	0.0302063	0	0	0	0.012298	0	0	0	0	0	0.0447547	0.012298	0	0	0	0	0	0	0	0	0.012298	0	0	0	0.0447547	0	0.012298	0	0	0	0	0	0.012298	
0.0175474	0	0.0389982	0	0	0.0175474	0	0	0	0	0	0	0.0389982	0	0	0	0	0	0	0	0.0175474	0	0	0	0	0	0	0	0	0	0	0.0389982	0	0	0	0.0175474	0	0	0	0	0	0.0497327	0.0175474	0	0	0	0	0	0	0	0	0.0175474	0	0	0	0.0497327	0	0.0175474	0	0	0	0	0	0.0175474	
0.0222554	0	0.0447547	0	0	0.0222554	0	0	0	0	0	0	0.0447547	0	0	0	0	0	0	0	0.0222554	0	0	0	0	0	0	0	0	0	0	0.0447547	0	0	0	0.0222554	0	0	0	0	0	0.0491238	0.0222554	0	0	0	0	0	0	0	0	0.0222554	0	0	0	0.0491238	0	0.0222554	0	0	0	0	0	0.0222554	
0.0264625	0	0.048151	0	0	0.0264625	0	0	0	0	0	0	0.048151	0	0	0	0	0	0	0	0.0264625	0	0	0	0	0	0	0	0	0	0	0.048151	0	0	0	0.0264625	0	0	0	0	0	0.0454898	0.0264625	0	0	0	0	0	0	0	0	0.0264625	0	0	0	0.0454898	0	0.0264625	0	0	0	0	0	0.0264625	
0.0366706	0	0.06728	0	0	0.0366706	0	0	0	0	0	0	0.06728	0	0	0	0	0	0	0	0.0366706	0	0	0	0	0	0	0	0	0	0	0.06728	0	0	0	0.0366706	0	0	0	0	0	0.0706459	0.0366706	0	0	0	0	0	0	0	0	0.0366706	0	0	0	0.0706459	0	0.0366706	0	0	0	0	0	0.0366706	
0.04582	0	0.0801458	0	0	0.04582	0	0	0	0	0	0	0.0801458	0	0	0	0	0	0	0	0.04582	0	0	0	0	0	0	0	0	0	0	0.0801458	0	0	0	0.04582	0	0	0	0	0	0.0797062	0.04582	0	0	0	0	0	0	0	0	0.04582	0	0	0	0.0797062	0	0.04582	0	0	0	0	0	0.04582	
0.0539897	0	0.088122	0	0	0.0539897	0	0	0	0	0	0	0.088122	0	0	0	0	0	0	0	0.0539897	0	0	0	0	0	0	0	0	0	0	0.088122	0	0	0	0.0539897	0	0	0	0	0	0.0793243	0.0539897	0.00646427	0	0	0	0	0	0	0	0.0539897	0	0	0.00646427	0.0793243	0.0302063	0.0539897	0	0	0	0	0	0.0539897	
0.0612536	0.0175474	0.0923212	0.0302063	0.00646427	0.0612536	0	0.0302063	0	0	0	0	0.0923212	0	0.0175474	0	0	0	0	0.00646427	0.0612536	0	0	0	0.0175474	0	0	0	0	0.00646427	0	0.0923212	0	0	0	0.0612536	0	0	0	0	0	0.0737861	0.0612536	0.012298	0	0	0	0	0.0302063	0.0175474	0.0175474	0.0612536	0	0	0.012298	0.0737861	0.0447547	0.0612536	0	0	0	0	0	0.0612536	
0.0676805	0.0302063	0.0936408	0.0447547	0.012298	0.0676805	0	0.0447547	0	0	0	0.0175474	0.0936408	0.00646427	0.0302063	0.00646427	0	0	0	0.012298	0.0676805	0	0	0	0.0302063	0	0	0	0	0.012298	0.00646427	0.0936408	0.0175474	0	0	0.0676805	0	0	0	0.00646427	0	0.0657901	0.0676805	0.0175474	0	0	0	0	0.0447547	0.0302063	0.0302063	0.0676805	0	0.0302063	0.0175474	0.0657901	0.0497327	0.0676805	0.0175474	0	0.00646427	0	0	0.0676805	
0.0733349	0.0389982	0.0928015	0.0497327	0.0175474	0.0733349	0.00646427	0.0497327	0	0	0.00646427	0.0302063	0.0928015	0.012298	0.0389982	0.012298	0	0	0.0302063	0.0175474	0.0733349	0.0175474	0	0	0.0389982	0	0	0.0175474	0.00646427	0.0175474	0.012298	0.0928015	0.0302063	0	0	0.0733349	0	0.0175474	0	0.012298	0	0.0569823	0.0733349	0.0222554	0.0302063	0	0	0.00646427	0.0497327	0.0389982	0.0389982	0.0733349	0	0.0447547	0.0222554	0.0569823	0.0491238	0.0733349	0.0302063	0	0.012298	0	0.00646427	0.0733349	
0.0782767	0.0447547	0.0903792	0.0491238	0.0222554	0.0782767	0.012298	0.0491238	0.0175474	0.00646427	0.012298	0.0389982	0.0903792	0.0175474	0.0447547	0.0175474	0	0	0.0447547	0.0222554	0.0782767	0.0302063	0	0	0.0447547	0	0	0.0302063	0.012298	0.0222554	0.0175474	0.0903792	0.0389982	0	0.00646427	0.0782767	0	0.0302063	0	0.0175474	0	0.0483207	0.0782767	0.0264625	0.0447547	0.0302063	0.0175474	0.012298	0.0491238	0.0447547	0.0447547	0.0782767	0.00646427	0.0497327	0.0264625	0.0483207	0.0454898	0.0782767	0.0389982	0.00646427	0.0175474	0	0.012298	0.0782767	
0.0825621	0.048151	0.0868311	0.0454898	0.0264625	0.0825621	0.0175474	0.0454898	0.0302063	0.012298	0.0175474	0.0447547	0.0868311	0.0222554	0.048151	0.0222554	0	0	0.0497327	0.0264625	0.0825621	0.0389982	0	0	0.048151	0	0	0.0389982	0.0175474	0.0264625	0.0222554	0.0868311	0.0447547	0	0.012298	0.0825621	0	0.0389982	0	0.0222554	0	0.0403212	0.0825621	0.0302063	0.0497327	0.0447547	0.0302063	0.0175474	0.0454898	0.048151	0.048151	0.0825621	0.012298	0.0491238	0.0302063	0.0403212	0.0404396	0.0825621	0.0447547	0.012298	0.0222554	0	0.0175474	0.0825621	
0.0862433	0.06728	0.0825179	0.0404396	0.0302063	0.0862433	0.0222554	0.0404396	0.0389982	0.0175474	0.0222554	0.048151	0.0825179	0.0264625	0.0497327	0.0264625	0	0	0.0491238	0.0302063	0.0862433	0.0447547	0	0	0.0497327	0	0	0.0447547	0.0222554	0.0302063	0.0264625	0.0825179	0.048151	0	0.0175474	0.0862433	0	0.0447547	0	0.0264625	0	0.0332223	0.0862433	0.033522	0.0491238	0.0497327	0.0389982	0.0222554	0.0404396	0.0497327	0.0497327	0.0862433	0.0175474	0.0454898	0.033522	0.0332223	0.0349515	0.0862433	0.048151	0.0175474	0.0264625	0	0.0222554	0.0862433	
0.089369	0.0801458	0.0777216	0.0651578	0.033522	0.089369	0.0264625	0.0349515	0.0447547	0.0222554	0.0264625	0.0497327	0.0777216	0.0302063	0.0499395	0.0302063	0	0	0.0454898	0.033522	0.089369	0.048151	0	0	0.0499395	0	0	0.048151	0.0264625	0.033522	0.0302063	0.0777216	0.0497327	0	0.0222554	0.089369	0	0.048151	0	0.0302063	0	0.0270947	0.089369	0.0364424	0.0454898	0.0491238	0.0447547	0.0264625	0.0349515	0.0499395	0.0499395	0.089369	0.0222554	0.0404396	0.0364424	0.0270947	0.0295916	0.089369	0.0497327	0.0222554	0.0302063	0	0.0264625	0.089369	
0.0919847	0.088122	0.0726604	0.0743464	0.0364424	0.0919847	0.0302063	0.0295916	0.048151	0.0264625	0.0302063	0.0499395	0.0726604	0.033522	0.0491238	0.033522	0	0	0.0404396	0.0364424	0.0919847	0.0497327	0	0	0.0491238	0	0	0.0497327	0.0302063	0.0364424	0.033522	0.0726604	0.0499395	0	0.0264625	0.0919847	0	0.0497327	0	0.033522	0	0.0219117	0.0919847	0.0389982	0.0404396	0.0454898	0.048151	0.0302063	0.0295916	0.0491238	0.0491238	0.0919847	0.0264625	0.0349515	0.0389982	0.0219117	0.0246623	0.0919847	0.0499395	0.0264625	0.033522	0.00646427	0.0302063	0.0919847	
